ts,room,file,direction,seq,bytes,rtt_ms,srtt_ms,rto_ms,cwnd,ssthresh,event,algo
1767635390.7128549,3333,12.IPv6.pdf,upload,17,4096,,1.19426779052204,18.572116687693452,4.531157558850224,4.531157558850224,LOSS,reno
1767635390.8231726,3333,12.IPv6.pdf,upload,18,4096,0.14638900756835938,1.0632829426528299,8.180004640600025,4.751851716361213,4.531157558850224,ACK,reno
1767635390.823699,3333,12.IPv6.pdf,upload,19,4096,,1.0632829426528299,16.36000928120005,2.3759258581806066,2.3759258581806066,LOSS,reno
1767635390.9321318,3333,12.IPv6.pdf,upload,20,4096,,1.0632829426528299,32.7200185624001,1.1879629290903033,1.1879629290903033,LOSS,reno
1767635391.0384881,3333,12.IPv6.pdf,upload,21,4096,0.31685829162597656,0.9699798612744732,7.053945785761722,2.0297400380492183,1.1879629290903033,ACK,reno
1767635391.0392184,3333,12.IPv6.pdf,upload,22,4096,0.7302761077880859,0.9400168920886748,5.742695088940499,2.5224139673476222,1.1879629290903033,ACK,reno
1767635391.0392184,3333,12.IPv6.pdf,upload,23,4096,0.0,0.8225147805775904,5.3645403203051325,2.918859599565368,1.1879629290903033,ACK,reno
1767635391.0392184,3333,12.IPv6.pdf,upload,24,4096,0.0,0.7197004330053917,4.948734368378639,3.2614591545932647,1.1879629290903033,ACK,reno
1767635391.0392184,3333,12.IPv6.pdf,upload,25,4096,0.0,0.6297378788797177,4.521213763415044,3.5680703836781524,1.1879629290903033,ACK,reno
1767635391.0392184,3333,12.IPv6.pdf,upload,26,4096,0.0,0.5510206440197529,4.099365436300966,3.848333913392818,1.1879629290903033,ACK,reno
1767635391.040248,3333,12.IPv6.pdf,upload,27,4096,,0.5510206440197529,8.198730872601931,1.924166956696409,1.924166956696409,LOSS,reno
1767635391.1483085,3333,12.IPv6.pdf,upload,28,4096,0.0,0.4821430635172838,3.6944223017479456,2.4438723785777277,1.924166956696409,ACK,reno
1767635391.149143,3333,12.IPv6.pdf,upload,29,4096,0.8344650268554688,0.5261833089345569,3.287714700945738,2.8530590483750986,1.924166956696409,ACK,reno
1767635391.149143,3333,12.IPv6.pdf,upload,30,4096,,0.5261833089345569,6.575429401891476,1.4265295241875493,1.4265295241875493,LOSS,reno
1767635391.2569532,3333,12.IPv6.pdf,upload,31,4096,0.11944770812988281,0.47534135883397266,2.9532255036470323,2.1275314894777733,1.4265295241875493,ACK,reno
1767635391.2569532,3333,12.IPv6.pdf,upload,32,4096,0.0,0.4159236889797261,2.7496781564234936,2.597559785155531,1.4265295241875493,ACK,reno
1767635391.2574875,3333,12.IPv6.pdf,upload,33,4096,,0.4159236889797261,5.499356312846987,1.2987798925777656,1.2987798925777656,LOSS,reno
1767635391.365099,3333,12.IPv6.pdf,upload,34,4096,0.08988380432128906,0.3751687033974215,2.451524438638684,2.068733297088241,1.2987798925777656,ACK,reno
1767635391.365099,3333,12.IPv6.pdf,upload,35,4096,0.0,0.3282726154727438,2.2607081203011123,2.552120885719172,1.2987798925777656,ACK,reno
1767635391.365099,3333,12.IPv6.pdf,upload,36,4096,0.0,0.2872385385386508,2.064837782632671,2.9439518548537733,1.2987798925777656,ACK,reno
1767635391.365099,3333,12.IPv6.pdf,upload,37,4096,0.0,0.2513337212213194,1.8717716928304853,3.2836313228964564,1.2987798925777656,ACK,reno
1767635391.365099,3333,12.IPv6.pdf,upload,38,4096,0.0,0.2199170060686545,1.6865792059968485,3.5881722112194216,1.2987798925777656,ACK,reno
1767635391.3656156,3333,12.IPv6.pdf,upload,39,4096,0.5166530609130859,0.2570090129242084,1.653741717714785,3.8668656353737085,1.2987798925777656,ACK,reno
1767635391.3656156,3333,12.IPv6.pdf,upload,40,4096,0.0,0.22488288630868236,1.5294414278258235,4.125473017759095,1.2987798925777656,ACK,reno
1767635391.3656156,3333,12.IPv6.pdf,upload,41,4096,0.0,0.19677252552009705,1.4000743179666353,4.367869464347222,1.2987798925777656,ACK,reno
1767635391.3656156,3333,12.IPv6.pdf,upload,42,4096,0.0,0.17217595983008493,1.2714248296850856,4.596814035187196,1.2987798925777656,ACK,reno
1767635391.3656156,3333,12.IPv6.pdf,upload,43,4096,0.0,0.15065396485132432,1.1472665770726598,4.814356009333921,1.2987798925777656,ACK,reno
1767635391.3656156,3333,12.IPv6.pdf,upload,44,4096,0.0,0.13182221924490878,1.0299356432622346,5.022068109988969,1.2987798925777656,ACK,reno
1767635391.3656156,3333,12.IPv6.pdf,upload,45,4096,0.0,0.11534444183929518,0.9207517290971984,5.221189264481276,1.2987798925777656,ACK,reno
1767635391.3656156,3333,12.IPv6.pdf,upload,46,4096,0.0,0.10092638660938329,0.8203262938921058,5.412716510352787,1.2987798925777656,ACK,reno
1767635391.3656156,3333,12.IPv6.pdf,upload,47,4096,0.0,0.08831058828321038,0.7287869053546355,5.597466625768461,1.2987798925777656,ACK,reno
1767635391.3656156,3333,12.IPv6.pdf,upload,48,4096,0.0,0.07727176474780909,0.6459395908345883,5.776118874519066,1.2987798925777656,ACK,reno
1767635391.3656156,3333,12.IPv6.pdf,upload,49,4096,0.0,0.06761279415433295,0.5713854284672265,5.949245505345767,1.2987798925777656,ACK,reno
1767635391.3656156,3333,12.IPv6.pdf,upload,50,4096,0.0,0.05916119488504133,0.5046034647740445,6.117334046842574,1.2987798925777656,ACK,reno
1767635391.3656156,3333,12.IPv6.pdf,upload,51,4096,0.0,0.051766045524411164,0.4450089428262049,6.280803949310323,1.2987798925777656,ACK,reno
1767635391.3656156,3333,12.IPv6.pdf,upload,52,4096,0.0,0.04529528983385977,0.39199350833461627,6.440019235772148,1.2987798925777656,ACK,reno
1767635391.3656156,3333,12.IPv6.pdf,upload,53,4096,0.0,0.039633378604627297,0.3449523323140544,6.595298275071492,1.2987798925777656,ACK,reno
1767635391.3656156,3333,12.IPv6.pdf,upload,54,4096,0.0,0.034679206279048885,0.3033018001657465,6.746921440285981,1.2987798925777656,ACK,reno
1767635391.3656156,3333,12.IPv6.pdf,upload,55,4096,0.0,0.030344305494167775,0.2664904571882399,6.895137187104817,1.2987798925777656,ACK,reno
1767635391.3656156,3333,12.IPv6.pdf,upload,56,2888,0.0,0.026551267307396802,0.23400518657211863,7.040166933847229,1.2987798925777656,ACK,reno
1767635404.308255,3333,11.NAT.pdf,upload,1,4096,6.954431533813477,6.954431533813477,20.86329460144043,2.0,8.0,ACK,tahoe
1767635404.308255,3333,11.NAT.pdf,upload,2,4096,0.0,6.085127592086792,23.471206426620483,3.0,8.0,ACK,tahoe
1767635404.308255,3333,11.NAT.pdf,upload,3,4096,0.0,5.324486643075943,24.449173361063004,4.0,8.0,ACK,tahoe
1767635404.308255,3333,11.NAT.pdf,upload,4,4096,0.0,4.65892581269145,24.32692749425769,5.0,8.0,ACK,tahoe
1767635404.3092577,3333,11.NAT.pdf,upload,5,4096,1.0027885437011719,4.201908654067665,22.609047184232622,6.0,8.0,ACK,tahoe
1767635404.3092577,3333,11.NAT.pdf,upload,6,4096,0.0,3.676670072309207,21.68393262400059,7.0,8.0,ACK,tahoe
1767635404.3092577,3333,11.NAT.pdf,upload,7,4096,0.0,3.2170863132705563,20.3992032993483,8.0,8.0,ACK,tahoe
1767635404.3092577,3333,11.NAT.pdf,upload,8,4096,0.0,2.8149505241117367,18.9186245769406,8.125,8.0,ACK,tahoe
1767635404.3092577,3333,11.NAT.pdf,upload,9,4096,0.0,2.4630817085977696,17.355787772331155,8.248076923076923,8.0,ACK,tahoe
1767635404.3092577,3333,11.NAT.pdf,upload,10,4096,0.0,2.1551964950230484,15.787807751420857,8.369317305450437,8.0,ACK,tahoe
1767635404.3092577,3333,11.NAT.pdf,upload,11,4096,0.0,1.8857969331451674,14.265451870466572,8.488801364126138,8.0,ACK,tahoe
1767635404.3092577,3333,11.NAT.pdf,upload,12,4096,0.0,1.6500723165020215,12.820610452638242,8.606603625847802,8.0,ACK,tahoe
1767635404.3092577,3333,11.NAT.pdf,upload,13,4096,0.0,1.4438132769392689,11.471789195543455,8.722793477672365,8.0,ACK,tahoe
1767635404.3102918,3333,11.NAT.pdf,upload,14,4096,1.0340213775634766,1.3925892895172949,9.323363127846227,8.837435650797257,8.0,ACK,tahoe
1767635404.3102918,3333,11.NAT.pdf,upload,15,4096,0.0,1.218515628327633,8.559185296591627,8.950590647281988,8.0,ACK,tahoe
1767635404.3102918,3333,11.NAT.pdf,upload,16,4096,0.0,1.0662011747866789,7.790219054312308,9.062315117700448,8.0,ACK,tahoe
1767635404.3102918,3333,11.NAT.pdf,upload,17,4096,0.0,0.932926027938344,7.042140612369245,9.172662196455942,8.0,ACK,tahoe
1767635404.3102918,3333,11.NAT.pdf,upload,18,4096,0.0,0.816310274446051,6.331147240707571,9.281681800425046,8.0,ACK,tahoe
1767635404.3102918,3333,11.NAT.pdf,upload,19,4096,,0.816310274446051,12.662294481415142,1.0,4.640840900212523,LOSS,tahoe
1767635404.4125714,3333,11.NAT.pdf,upload,20,4096,,0.816310274446051,25.324588962830283,1.0,1.0,LOSS,tahoe
1767635404.5206258,3333,11.NAT.pdf,upload,21,4096,0.20623207092285156,0.740050499005651,5.4862564272249905,2.0,1.0,ACK,tahoe
1767635404.521469,3333,11.NAT.pdf,upload,22,4096,,0.740050499005651,10.972512854449981,1.0,1.0,LOSS,tahoe
1767635404.6301749,3333,11.NAT.pdf,upload,23,4096,0.0,0.6475441866299446,4.9472491318001,2.0,1.0,ACK,tahoe
1767635404.6301749,3333,11.NAT.pdf,upload,24,4096,0.0,0.5666011633012016,4.438924058808763,2.5,1.0,ACK,tahoe
1767635404.6311643,3333,11.NAT.pdf,upload,25,4096,0.0,0.4957760178885514,3.966619352820424,2.9,1.0,ACK,tahoe
1767635404.6311643,3333,11.NAT.pdf,upload,26,4096,0.0,0.4338040156524825,3.5327125347399386,3.2448275862068963,1.0,ACK,tahoe
1767635404.6311643,3333,11.NAT.pdf,upload,27,4096,0.0,0.3795785136959222,3.137563918663997,3.5530103704789475,1.0,ACK,tahoe
1767635404.6311643,3333,11.NAT.pdf,upload,28,4096,0.0,0.33213119948393194,2.7801987669059103,3.8344618428159674,1.0,ACK,tahoe
1767635404.6321654,3333,11.NAT.pdf,upload,29,4096,1.001119613647461,0.41575475125437306,2.920793840984386,4.095254632258779,1.0,ACK,tahoe
1767635404.6321654,3333,11.NAT.pdf,upload,30,4096,0.0,0.3637854073475764,2.658319475899459,4.339439692724345,1.0,ACK,tahoe
1767635404.6321654,3333,11.NAT.pdf,upload,31,3713,0.0,0.31831223142912934,2.4029981901906177,4.569884190357676,1.0,ACK,tahoe
