ts,room,file,direction,seq,bytes,rtt_ms,srtt_ms,rto_ms,cwnd,ssthresh,event,algo
1767795645.3050456,8289,Random_Stuff (1) (1).pdf,upload,0,0,,,1000.0,1.0,16.0,START,reno
1767795646.3094082,8289,Random_Stuff (1) (1).pdf,upload,1,0,,,2000.0,1.0,2.0,TIMEOUT,reno
1767795646.310387,8289,Random_Stuff (1) (1).pdf,upload,2,4096,0.0,0.0,200.0,2.0,2.0,ACK,reno
1767795646.3114939,8289,Random_Stuff (1) (1).pdf,upload,3,4096,0.0,0.0,200.0,2.5,2.0,ACK,reno
1767795646.3114939,8289,Random_Stuff (1) (1).pdf,upload,4,4096,1.1069774627685547,0.13837218284606934,200.0,2.9,2.0,ACK,reno
1767795646.3122888,8289,Random_Stuff (1) (1).pdf,upload,5,4096,0.7948875427246094,0.22043660283088684,200.0,3.2448275862068963,2.0,ACK,reno
1767795646.3132899,8289,Random_Stuff (1) (1).pdf,upload,6,4096,1.001119613647461,0.3180219791829586,200.0,3.5530103704789475,2.0,ACK,reno
1767795646.314294,8289,Random_Stuff (1) (1).pdf,upload,7,4096,1.0042190551757812,0.40379661368206143,200.0,3.8344618428159674,2.0,ACK,reno
1767795646.315291,8289,Random_Stuff (1) (1).pdf,upload,8,4096,1.0042190551757812,0.4788494188687764,200.0,4.095254632258779,2.0,ACK,reno
1767795646.315291,8289,Random_Stuff (1) (1).pdf,upload,9,4096,2.001047134399414,0.6691241333101061,200.0,4.339439692724345,2.0,ACK,reno
1767795646.3162892,8289,Random_Stuff (1) (1).pdf,upload,10,4096,1.995086669921875,0.8348694503865772,200.0,4.569884190357676,2.0,ACK,reno
1767795646.3162892,8289,Random_Stuff (1) (1).pdf,upload,11,4096,0.9982585906982422,0.8552930929255353,200.0,4.7887081163796905,2.0,ACK,reno
1767795646.3172882,8289,Random_Stuff (1) (1).pdf,upload,12,4096,1.997232437133789,0.9980355109515671,200.0,4.997532704493449,2.0,ACK,reno
1767795646.3172882,8289,Random_Stuff (1) (1).pdf,upload,13,4096,0.9989738464355469,0.9981528028870645,200.0,5.197631445038131,2.0,ACK,reno
1767795646.319288,8289,Random_Stuff (1) (1).pdf,upload,16,0,,1.3287141028604592,200.0,5.598815722519065,2.5988157225190656,FAST_RETRANSMIT_RENO,reno
1767795646.319288,8289,Random_Stuff (1) (1).pdf,upload,17,0,,1.5374784509953334,200.0,6.598815722519065,2.5988157225190656,DUP_ACK_RECOVERY,reno
1767795646.3202891,8289,Random_Stuff (1) (1).pdf,upload,18,4096,0.9992122650146484,1.4701951777477478,200.0,2.9836063759443445,2.5988157225190656,ACK,reno
1767795646.3202891,8289,Random_Stuff (1) (1).pdf,upload,19,4096,1.001119613647461,1.411560732235212,200.0,3.3187712314905085,2.5988157225190656,ACK,reno
1767795646.321291,8289,Random_Stuff (1) (1).pdf,upload,20,4096,1.0018348693847656,1.360344999378906,200.0,3.620087571258491,2.5988157225190656,ACK,reno
1767795646.321291,8289,Random_Stuff (1) (1).pdf,upload,21,4096,1.0018348693847656,1.3155312331296385,200.0,3.896323982758437,2.5988157225190656,ACK,reno
1767795646.3222902,8289,Random_Stuff (1) (1).pdf,upload,22,4096,2.001047134399414,1.4012207207883605,200.0,4.15297615142436,2.5988157225190656,ACK,reno
1767795646.3222902,8289,Random_Stuff (1) (1).pdf,upload,23,4096,0.9992122650146484,1.3509696638166464,200.0,4.393767324678997,2.5988157225190656,ACK,reno
1767795646.3232882,8289,Random_Stuff (1) (1).pdf,upload,24,4096,1.997232437133789,1.4317525104812892,200.0,4.621362444334784,2.5988157225190656,ACK,reno
1767795646.3242893,8289,Random_Stuff (1) (1).pdf,upload,27,0,,1.6184050643958838,200.0,5.310681222167392,2.310681222167392,FAST_RETRANSMIT_RENO,reno
1767795646.325287,8289,Random_Stuff (1) (1).pdf,upload,28,4096,1.001119613647461,1.541244383052331,200.0,2.7434540297734586,2.310681222167392,ACK,reno
1767795646.325287,8289,Random_Stuff (1) (1).pdf,upload,29,4096,0.9977817535400391,1.4733115543632946,200.0,3.107958041558404,2.310681222167392,ACK,reno
1767795646.3264587,8289,Random_Stuff (1) (1).pdf,upload,30,4096,1.1715888977050781,1.4355962222810175,200.0,3.429712707042426,2.310681222167392,ACK,reno
1767795646.3264587,8289,Random_Stuff (1) (1).pdf,upload,31,4096,1.1715888977050781,1.402595306709025,200.0,3.7212823180907924,2.310681222167392,ACK,reno
1767795646.327457,8289,Random_Stuff (1) (1).pdf,upload,32,4096,2.1698474884033203,1.4985018294208121,200.0,3.990006890569091,2.310681222167392,ACK,reno
1767795646.327457,8289,Random_Stuff (1) (1).pdf,upload,33,4096,0.9982585906982422,1.4359714245804909,200.0,4.240633024163905,2.310681222167392,ACK,reno
1767795646.3284597,8289,Random_Stuff (1) (1).pdf,upload,34,4096,0.9982585906982422,1.3812573203452099,200.0,4.476446874195685,2.310681222167392,ACK,reno
1767795646.3284597,8289,Random_Stuff (1) (1).pdf,upload,35,4096,1.0027885437011719,1.3339487232647051,200.0,4.699838333561474,2.310681222167392,ACK,reno
1767795646.3284597,8289,Random_Stuff (1) (1).pdf,upload,36,4096,1.0027885437011719,1.2925537008192636,200.0,4.912611609795045,2.310681222167392,ACK,reno
1767795646.329456,8289,Random_Stuff (1) (1).pdf,upload,37,4096,1.9991397857666016,1.3808769614376808,200.0,5.116169326022019,2.310681222167392,ACK,reno
1767795646.3304608,8289,Random_Stuff (1) (1).pdf,upload,38,4096,2.001047134399414,1.4583982330578975,200.0,5.311628064049662,2.310681222167392,ACK,reno
1767795646.331466,8289,Random_Stuff (1) (1).pdf,upload,39,4096,3.0062198638916016,1.6518759369121105,200.0,5.499894258132082,2.310681222167392,ACK,reno
1767795646.33246,8289,Random_Stuff (1) (1).pdf,upload,40,4096,2.009868621826172,1.6966250225263682,200.0,5.681715935616411,2.310681222167392,ACK,reno
1767795646.33246,8289,Random_Stuff (1) (1).pdf,upload,41,4096,3.003835678100586,1.8600263544731455,200.0,5.857719102851752,2.310681222167392,ACK,reno
1767795646.3334582,8289,Random_Stuff (1) (1).pdf,upload,42,4096,4.002094268798828,2.127784843763856,200.0,6.028434014653031,2.310681222167392,ACK,reno
1767795646.3344579,8289,Random_Stuff (1) (1).pdf,upload,43,4096,2.9973983764648438,2.2364865353514793,200.0,6.194314572948825,2.310681222167392,ACK,reno
1767795646.3344579,8289,Random_Stuff (1) (1).pdf,upload,44,4096,2.991914749145508,2.330915062075733,200.0,6.355752935212036,2.310681222167392,ACK,reno
1767795646.3354592,8289,Random_Stuff (1) (1).pdf,upload,45,4096,1.9979476928710938,2.2892941409251533,200.0,6.513090706235169,2.310681222167392,ACK,reno
1767795646.3354592,8289,Random_Stuff (1) (1).pdf,upload,46,4096,2.9993057250976562,2.378045588946716,200.0,6.666627643628452,2.310681222167392,ACK,reno
1767795646.3364604,8289,Random_Stuff (1) (1).pdf,upload,47,4096,2.001047134399414,2.3309207821283033,200.0,6.8166285216519515,2.310681222167392,ACK,reno
1767795646.3364604,8289,Random_Stuff (1) (1).pdf,upload,48,4096,3.002166748046875,2.414826527868125,200.0,6.96332860906667,2.310681222167392,ACK,reno
1767795646.3364604,8289,Random_Stuff (1) (1).pdf,upload,49,4096,2.0024776458740234,2.363282917618862,200.0,7.106938088978036,2.310681222167392,ACK,reno
1767795646.3374567,8289,Random_Stuff (1) (1).pdf,upload,50,4096,2.998828887939453,2.442726163908936,200.0,7.2476456605763975,2.310681222167392,ACK,reno
1767795646.3374567,8289,Random_Stuff (1) (1).pdf,upload,51,4096,1.9974708557128906,2.3870692503844304,200.0,7.385621500846777,2.310681222167392,ACK,reno
1767795646.3384573,8289,Random_Stuff (1) (1).pdf,upload,52,4096,2.9981136322021484,2.463449798111645,200.0,7.5210197201957305,2.310681222167392,ACK,reno
1767795646.3384573,8289,Random_Stuff (1) (1).pdf,upload,53,4096,1.9969940185546875,2.405142825667025,200.0,7.653980413985,2.310681222167392,ACK,reno
1767795646.3394566,8289,Random_Stuff (1) (1).pdf,upload,56,0,,2.6002399436074364,200.0,6.8269902069925,3.8269902069925,FAST_RETRANSMIT_RENO,reno
1767795646.3404589,8289,Random_Stuff (1) (1).pdf,upload,57,0,,2.6497357361026737,200.0,7.8269902069925,3.8269902069925,DUP_ACK_RECOVERY,reno
1767795646.3404589,8289,Random_Stuff (1) (1).pdf,upload,58,0,,2.8183335178538775,200.0,8.8269902069925,3.8269902069925,DUP_ACK_RECOVERY,reno
1767795646.3404589,8289,Random_Stuff (1) (1).pdf,upload,59,0,,2.965856576886181,200.0,9.8269902069925,3.8269902069925,DUP_ACK_RECOVERY,reno
1767795646.3414617,8289,Random_Stuff (1) (1).pdf,upload,60,4096,3.004312515258789,2.970663569182757,200.0,4.088292156020968,3.8269902069925,ACK,reno
1767795646.3424606,8289,Random_Stuff (1) (1).pdf,upload,61,4096,1.0027885437011719,2.7246791909975587,200.0,4.3328930704950634,3.8269902069925,ACK,reno
1767795646.3424606,8289,Random_Stuff (1) (1).pdf,upload,62,4096,0.9989738464355469,2.508966022927307,200.0,4.5636857495965915,3.8269902069925,ACK,reno
1767795646.3424606,8289,Random_Stuff (1) (1).pdf,upload,63,4096,0.9989738464355469,2.320217000865837,200.0,4.782806884325992,3.8269902069925,ACK,reno
1767795646.3434634,8289,Random_Stuff (1) (1).pdf,upload,64,4096,2.0017623901367188,2.280410174524697,200.0,4.991889129163674,3.8269902069925,ACK,reno
1767795646.5571413,8289,Random_Stuff (1) (1).pdf,upload,67,0,,2.3368632134639924,400.0,1.0,2.495944564581837,TIMEOUT,reno
1767795646.5578377,8289,Random_Stuff (1) (1).pdf,upload,68,4096,214.37430381774902,28.84154328899962,242.88054828848564,2.0,2.495944564581837,ACK,reno
1767795646.5588408,8289,Random_Stuff (1) (1).pdf,upload,69,4096,0.0,25.23635037787467,214.6071474164888,3.0,2.495944564581837,ACK,reno
1767795646.7589917,8289,Random_Stuff (1) (1).pdf,upload,71,0,,22.20718495092537,400.0,1.0,2.0,TIMEOUT,reno
1767795646.7600794,8289,Random_Stuff (1) (1).pdf,upload,72,4096,0.0,19.431286832059698,200.0,2.0,2.0,ACK,reno
1767795646.7600794,8289,Random_Stuff (1) (1).pdf,upload,73,0,,19.431286832059698,400.0,1.0,2.0,TIMEOUT,reno
1767795646.7605984,8289,Random_Stuff (1) (1).pdf,upload,74,4096,201.75766944885254,42.2220846591588,334.72590541108286,2.0,2.0,ACK,reno
