ts,room,file,direction,seq,bytes,rtt_ms,srtt_ms,rto_ms,cwnd,ssthresh,event,algo
1767788739.6916745,5309,TCP_Lab7_13_47.pdf,upload,1,4096,1.100778579711914,1.100778579711914,200.0,2.0,16.0,ACK,reno
1767788739.6965988,5309,TCP_Lab7_13_47.pdf,upload,2,4096,2.000570297241211,1.2132525444030762,200.0,3.0,16.0,ACK,reno
1767788739.7024848,5309,TCP_Lab7_13_47.pdf,upload,3,4096,6.8511962890625,1.9179955124855042,200.0,4.0,16.0,ACK,reno
1767788739.7066083,5309,TCP_Lab7_13_47.pdf,upload,4,4096,7.120609283447266,2.5683222338557243,200.0,5.0,16.0,ACK,reno
1767788739.7130191,5309,TCP_Lab7_13_47.pdf,upload,5,4096,11.983156204223633,3.745176480151713,200.0,6.0,16.0,ACK,reno
1767788739.718048,5309,TCP_Lab7_13_47.pdf,upload,6,4096,13.319969177246094,4.9420255672885105,200.0,7.0,16.0,ACK,reno
1767788739.7241647,5309,TCP_Lab7_13_47.pdf,upload,7,4096,18.262147903442383,6.6070408593077445,200.0,8.0,16.0,ACK,reno
1767788739.726481,5309,TCP_Lab7_13_47.pdf,upload,8,4096,16.55864715576172,7.850991646364491,200.0,9.0,16.0,ACK,reno
1767788739.728477,5309,TCP_Lab7_13_47.pdf,upload,9,4096,17.870426177978516,9.103420962816244,200.0,10.0,16.0,ACK,reno
1767788739.7317805,5309,TCP_Lab7_13_47.pdf,upload,10,4096,16.78323745727539,10.063398024623638,200.0,11.0,16.0,ACK,reno
1767788739.7337816,5309,TCP_Lab7_13_47.pdf,upload,11,4096,17.78268814086914,11.028309289154326,200.0,12.0,16.0,ACK,reno
1767788739.7367795,5309,TCP_Lab7_13_47.pdf,upload,12,4096,16.108274459838867,11.663304935489894,200.0,13.0,16.0,ACK,reno
1767788739.7397857,5309,TCP_Lab7_13_47.pdf,upload,13,4096,16.7849063873291,12.303505116969795,200.0,14.0,16.0,ACK,reno
1767788739.7428586,5309,TCP_Lab7_13_47.pdf,upload,14,4096,17.579317092895508,12.962981613960508,200.0,15.0,16.0,ACK,reno
1767788739.7503502,5309,TCP_Lab7_13_47.pdf,upload,15,4096,22.186994552612305,14.115983231291983,200.0,16.0,16.0,ACK,reno
1767788739.7579927,5309,TCP_Lab7_13_47.pdf,upload,18,0,,19.283505459927362,200.0,11.0,8.0,FAST_RETRANSMIT_RENO,reno
1767788739.7606027,5309,TCP_Lab7_13_47.pdf,upload,19,0,,21.200573104386514,200.0,12.0,8.0,DUP_ACK_RECOVERY,reno
1767788739.761601,5309,TCP_Lab7_13_47.pdf,upload,20,0,,22.980646491591497,200.0,13.0,8.0,DUP_ACK_RECOVERY,reno
1767788739.762604,5309,TCP_Lab7_13_47.pdf,upload,21,0,,24.662993029233135,200.0,14.0,8.0,DUP_ACK_RECOVERY,reno
