ts,room,seq,bytes,rtt_ms,srtt_ms,rto_ms,cwnd,ssthresh,event,algo
1763754998.3050768,3815,110,4096,0.08034706115722656,0.08505970723594454,0.10701330794383114,16.453696107296054,8.0,ACK,reno
1763754998.3051877,3815,111,4096,0.08606910705566406,0.08518588221340948,0.10266048256404395,16.51447272511365,8.0,ACK,reno
1763754998.3052893,3815,112,4096,0.07748603820800781,0.08422340171273426,0.10502919598111178,16.575025672618857,8.0,ACK,reno
1763754998.3054,3815,113,4096,0.08606910705566406,0.08445411488060049,0.10190416592481343,16.635357404210197,8.0,ACK,reno
1763754998.3055038,3815,114,4096,0.07867813110351562,0.08373211690846488,0.10259563896870945,16.69547032969185,8.0,ACK,reno
1763754998.305615,3815,115,4096,0.08630752563476562,0.08405404299925248,0.10077709327073665,16.755366815400407,8.0,ACK,reno
1763754998.3057158,3815,116,4096,0.07534027099609375,0.08296482149885764,0.1042208812056295,16.81504918529522,8.0,ACK,reno
1763754998.305824,3815,117,4096,0.08344650268554688,0.0830250316471938,0.09944875761396192,16.87451972201387,8.0,ACK,reno
1763754998.305924,3815,118,4096,0.07534027099609375,0.0820644365658063,0.10206699169198244,16.93378066789403,8.0,ACK,reno
1763754998.306032,3815,119,4096,0.08368492126464844,0.08226699715316156,0.09888939819663581,16.99283422596308,8.0,ACK,reno
1763754998.3061304,3815,120,4096,0.07390975952148438,0.08122234244920191,0.10204638086348479,17.051682560896644,8.0,ACK,reno
1763754998.306238,3815,121,4096,0.08320808410644531,0.08147056015635734,0.0990743306243129,17.110327799947317,8.0,ACK,reno
1763754998.306337,3815,122,4096,0.0743865966796875,0.08058506472177361,0.10087185604941012,17.16877203384464,8.0,ACK,reno
1763754998.3064451,3815,123,4096,0.08296966552734375,0.08088313982246988,0.0984828341237674,17.227017317667425,8.0,ACK,reno
1763754998.3065443,3815,124,4096,0.07510185241699219,0.08016047889678517,0.099141537028236,17.285065671689477,8.0,ACK,reno
1763754998.3066518,3815,125,4096,0.08344650268554688,0.08057123187038039,0.09809304925773021,17.342919082199675,8.0,ACK,reno
1763754998.306751,3815,126,4096,0.0743865966796875,0.07979815247154377,0.09912415070274903,17.400579502297372,8.0,ACK,reno
1763754998.3068585,3815,127,4096,0.08320808410644531,0.08022439392590647,0.09812882423421196,17.458048852664007,8.0,ACK,reno
1763754998.3069572,3815,128,4096,0.07462501525878906,0.0795244715925168,0.09855217299086332,17.515329022311796,8.0,ACK,reno
1763754998.3070648,3815,129,4096,0.08368492126464844,0.08004452780153326,0.09847575352242478,17.57242186931034,8.0,ACK,reno
1763754998.3071635,3815,130,4096,0.07414817810058594,0.07930748408891485,0.09902725308053081,17.62932922149191,8.0,ACK,reno
1763754998.30729,3815,131,4096,0.10228157043457031,0.08217924488212178,0.11994315797148922,17.686052877136216,8.0,ACK,reno
1763754998.3073938,3815,132,4096,0.0782012939453125,0.08168200101502061,0.11398288676885547,17.74259460563533,8.0,ACK,reno
1763754998.3075037,3815,133,4096,0.08511543273925781,0.08211117998055026,0.10977027602016359,17.79895614813951,8.0,ACK,reno
1763754998.3076048,3815,134,4096,0.07510185241699219,0.0812350140351055,0.10898866362837357,17.855139218184576,8.0,ACK,reno
1763754998.3077133,3815,135,4096,0.08296966552734375,0.08145184547163528,0.10400173415882459,17.91114550230145,8.0,ACK,reno
1763754998.3078117,3815,136,4096,0.07414817810058594,0.08053888705025411,0.10475497093669545,17.966976660608523,8.0,ACK,reno
1763754998.3079195,3815,137,4096,0.08368492126464844,0.0809321413270534,0.10224023845627872,18.0226343273874,8.0,ACK,reno
1763754998.3080146,3815,138,4096,0.07081031799316406,0.07966691341031723,0.10576980959112556,18.078120111642612,8.0,ACK,reno
1763754998.30811,3815,139,4096,0.07534027099609375,0.0791260831085393,0.10302989765836904,18.133435597645825,8.0,ACK,reno
1763754998.3081965,3815,140,4096,0.06580352783203125,0.0774607636989758,0.10871117988785614,18.188582345465075,8.0,ACK,reno
1763754998.308292,3815,141,4096,0.07534027099609375,0.07719570211111554,0.10275400695565784,18.24356189147952,8.0,ACK,reno
1763754998.3083782,3815,142,4096,0.06651878356933594,0.07586108729339308,0.10570673446857941,18.298375748880197,8.0,ACK,reno
1763754998.3084793,3815,143,4096,0.08106231689453125,0.07651124099353535,0.10409670597606327,18.35302540815726,8.0,ACK,reno
1763754998.3085656,3815,144,4096,0.06604194641113281,0.07520257917073503,0.1063609724900335,18.407512337574115,8.0,ACK,reno
1763754998.3086603,3815,145,4096,0.07486343383789062,0.07516018600412948,0.09886812632644773,18.461837983628893,8.0,ACK,reno
1763754998.3087463,3815,146,4096,0.06628036499023438,0.0740502083773926,0.10071098463302638,18.516003771503684,8.0,ACK,reno
1763754998.3088422,3815,147,4096,0.07581710815429688,0.07427107084950563,0.09603355281813525,18.57001110550191,8.0,ACK,reno
1763754998.3089285,3815,148,4096,0.06651878356933594,0.07330203493948442,0.09737618369612633,18.62386136947422,8.0,ACK,reno
1763754998.3090239,3815,149,4096,0.07534027099609375,0.07355681444656059,0.09365066207065136,18.677555927233282,8.0,ACK,reno
1763754998.3091106,3815,150,4096,0.0667572021484375,0.0727068629092952,0.09457686092548637,18.731096122957815,8.0,ACK,reno
1763754998.3092058,3815,151,4096,0.07534027099609375,0.07303603892014503,0.09207194551908694,18.78448328158621,8.0,ACK,reno
1763754998.3093104,3815,152,4096,0.08392333984375,0.07439695153559565,0.09956118240840707,18.837718709200033,8.0,ACK,reno
1763754998.3094354,3815,153,4096,0.0934600830078125,0.07677984296962276,0.11471614759644816,18.890803693397807,8.0,ACK,reno
1763754998.309532,3815,154,4096,0.07414817810058594,0.07645088486099316,0.10753477820014903,18.943739503659256,8.0,ACK,reno
1763754998.3096309,3815,155,4096,0.0782012939453125,0.07666968599653308,0.10173301508521931,18.99652739170041,8.0,ACK,reno
1763754998.3097205,3815,156,4096,0.06866455078125,0.07566904409462269,0.10247167612642044,19.049168591819804,8.0,ACK,reno
1763754998.3098307,3815,157,4096,0.08940696716308594,0.07738628447818059,0.11122618157049216,19.10166432123602,8.0,ACK,reno
1763754998.3099275,3815,158,4096,0.07677078247070312,0.0773093467272459,0.10330477155395705,19.154015780416895,8.0,ACK,reno
1763754998.3100343,3815,159,4096,0.08654594421386719,0.07846392141307357,0.1071970875197282,19.206224153400612,8.0,ACK,reno
1763754998.3101301,3815,160,4096,0.07557868957519531,0.07810326743333879,0.10253837385120802,19.258290608108886,8.0,ACK,reno
1763754998.3102412,3815,161,4096,0.08678436279296875,0.07918840435329252,0.10619582952632442,19.31021629665255,8.0,ACK,reno
1763754998.3103385,3815,162,4096,0.07724761962890625,0.07894580626274424,0.10114215986690443,19.3620023556297,8.0,ACK,reno
1763754998.3104599,3815,163,4096,0.10061264038085938,0.08165416052750862,0.1199682598487439,19.413649906416676,8.0,ACK,reno
1763754998.3105648,3815,164,4096,0.07963180541992188,0.08140136613906028,0.1121592957375735,19.465160055452046,8.0,ACK,reno
1763754998.310671,3815,165,4096,0.08153915405273438,0.08141858962826955,0.10462482474082854,19.516533894513795,8.0,ACK,reno
1763754998.3107674,3815,166,4096,0.07605552673339844,0.08074820676641066,0.10351594599570102,19.567772500989975,8.0,ACK,reno
1763754998.310891,3815,167,4096,0.08535385131835938,0.08132391233540424,0.10300536130932073,19.61887693814292,8.0,ACK,reno
1763754998.310987,3815,168,4096,0.07534027099609375,0.08057595716799043,0.1028206852377383,19.669848255367295,8.0,ACK,reno
1763754998.311088,3815,169,4096,0.08130073547363281,0.08066655445619572,0.098074878814149,19.720687488442067,8.0,ACK,reno
1763754998.3111825,3815,170,4096,0.07510185241699219,0.07997096670129528,0.09859191200896376,19.771395659776665,8.0,ACK,reno
1763754998.3112876,3815,171,4096,0.08487701416015625,0.08058422263365289,0.09945597907326523,19.82197377865142,8.0,ACK,reno
1763754998.311381,3815,172,4096,0.07343292236328125,0.07969031009985644,0.10099542769993734,19.872422841452472,8.0,ACK,reno
1763754998.3114853,3815,173,4096,0.08416175842285156,0.08024924114023083,0.10069952766328662,19.92274383190131,8.0,ACK,reno
1763754998.311585,3815,174,4096,0.07915496826171875,0.08011245703041682,0.09654444480122074,19.972937721279077,8.0,ACK,reno
1763754998.3117006,3815,175,4096,0.09059906005859375,0.08142328240893894,0.10423387626521881,20.023005468645785,8.0,ACK,reno
1763754998.3117938,3815,176,4096,0.07224082946777344,0.08027547579129325,0.10656587412466866,20.072948021054607,8.0,ACK,reno
1763754998.3118956,3815,177,4096,0.08058547973632812,0.08031422628442261,0.10034202897948905,20.122766313761343,8.0,ACK,reno
